Port,Size_MB,Latency_ms
5555,0.0357075,0.108512
5555,0.0357685,0.102721
5555,0.0358295,0.107807
5555,0.0358906,0.105085
5555,0.0359516,0.099044
5555,0.0360126,0.277086
5555,0.0360737,0.142662
5555,0.0361347,0.167839
5555,0.0361958,0.136504
5555,0.0362568,0.115673
5555,0.0363178,0.105707
5555,0.0363789,0.103823
5555,0.0364399,0.125083
5555,0.0365009,0.123796
5555,0.036562,0.114042
5555,0.036623,0.108903
5555,0.036684,0.099054
5555,0.0367451,0.098262
5555,0.0368061,0.129718
5555,0.0368671,0.113441
5555,0.0369282,0.106488
5555,0.0369892,0.10891
5555,0.0370502,0.122644
5555,0.0371113,0.123249
5555,0.0371723,0.112306
5555,0.0372334,0.109364
5555,0.0372944,0.095477
5555,0.0373554,0.108769
5555,0.0374165,0.106598
5555,0.0374775,0.097602
5555,0.0375385,0.104655
5555,0.0375996,0.117235
5555,0.0376606,0.106137
5555,0.0377216,0.096179
5555,0.0377827,0.101638
5555,0.0378437,0.103563
5555,0.0379047,0.101969
5555,0.0379658,0.100927
5555,0.0380268,0.101138
5555,0.0380878,0.095006
5555,0.0381489,0.105226
5555,0.0382099,0.105035
5555,0.038271,0.100657
5555,0.038332,0.109641
5555,0.038393,0.110341
5555,0.0384541,0.108419
5555,0.0385151,0.105696
5555,0.0385761,0.095287
5555,0.0386372,0.095768
5555,0.0386982,0.111364
5555,0.0387592,0.112139
5555,0.0388203,0.130934
5555,0.0388813,0.114429
5555,0.0389423,0.123196
5555,0.0390034,0.115826
5555,0.0390644,0.096129
5555,0.0391254,0.111725
5555,0.0391865,0.106068
5555,0.0392475,0.110382
5555,0.0393085,0.108341
5555,0.0393696,0.276264
5555,0.0394306,0.131856
5555,0.0394917,0.210698
5555,0.0395527,0.181945
5555,0.0396137,0.115525
5555,0.0396748,0.100477
5555,0.0397358,0.112179
5555,0.0397968,0.120655
5555,0.0398579,0.127527
5555,0.0399189,0.113802
5555,0.0399799,0.110763
5555,0.040041,0.106828
5555,0.040102,0.14545
5555,0.040163,0.107239
5555,0.0402241,0.11773
5555,0.0402851,0.122017
5555,0.0403461,0.120053
5555,0.0404072,0.138994
5555,0.0404682,0.113912
5555,0.0405293,0.122498
5555,0.0405903,0.111838
5555,0.0406513,0.106914
5555,0.0407124,0.108212
5555,0.0407734,0.108542
5555,0.0408344,0.100357
5555,0.0408955,0.097762
5555,0.0409565,0.09675
5555,0.0410175,0.09668
5555,0.0410786,0.107751
5555,0.0411396,0.121446
5555,0.0412006,0.119412
5555,0.0412617,0.117385
5555,0.0413227,0.102771
5555,0.0413837,0.107808
5555,0.0414448,0.106017
5555,0.0415058,0.111203
5555,0.0415668,0.110662
5555,0.0416279,0.109113
5555,0.0416889,0.099775
5555,0.04175,0.105677
5555,0.041811,0.101348
5555,0.041872,0.112589
5555,0.0419331,0.112479
5555,0.0419941,0.140888
5555,0.0420551,0.117007
5555,0.0421162,0.117158
5555,0.0421772,0.118548
5555,0.0422382,0.109343
5555,0.0422993,0.101248
5555,0.0423603,0.097832
5555,0.0424213,0.097681
5555,0.0424824,0.105997
5555,0.0425434,0.095423
5555,0.0426044,0.099826
5555,0.0426655,0.124572
5555,0.0427265,0.175321
5555,0.0427876,0.141899
5555,0.0428486,0.155319
5555,0.0429096,0.125625
5555,0.0429707,0.121893
5555,0.0430317,0.106684
5555,0.0430927,0.122114
5555,0.0431538,0.109744
5555,0.0432148,0.11265
5555,0.0432758,0.116737
5555,0.0433369,0.111036
5555,0.0433979,0.100807
5555,0.0434589,0.106679
5555,0.04352,0.117569
5555,0.043581,0.112284
5555,0.043642,0.123791
5555,0.0437031,0.125043
5555,0.0437641,0.115636
5555,0.0438251,0.118266
5555,0.0438862,0.11328
5555,0.0439472,0.106979
5555,0.0440083,0.105165
5555,0.0440693,0.104925
5555,0.0441303,0.107129
5555,0.0441914,0.105967
5555,0.0442524,0.105065
5555,0.0443134,0.105666
5555,0.0443745,0.109514
5555,0.0444355,0.104705
5555,0.0444965,0.106478
5555,0.0445576,0.105817
5555,0.0446186,0.105786
5555,0.0446796,0.152127
5555,0.0447407,0.114531
5555,0.0448017,0.109704
5555,0.0448627,0.111734
5555,0.0449238,0.113681
5555,0.0449848,0.108702
5555,0.0450459,0.099004
5555,0.0451069,0.107359
5555,0.0451679,0.098823
5555,0.045229,0.111595
5555,0.04529,0.116457
5555,0.045351,0.128254
5555,0.0454121,0.121345
5555,0.0454731,0.118287
5555,0.0455341,0.107901
5555,0.0455952,0.110453
5555,0.0456562,0.111547
5555,0.0457172,0.103999
5555,0.0457783,0.109604
5555,0.0458393,0.107079
5555,0.0459003,0.100256
5555,0.0459614,0.10238
5555,0.0460224,0.184729
5555,0.0460835,0.143212
5555,0.0461445,0.160572
5555,0.0462055,0.127347
5555,0.0462666,0.113907
5555,0.0463276,0.107516
5555,0.0463886,0.111638
5555,0.0464497,0.11798
5555,0.0465107,0.126216
5555,0.0465717,0.118611
5555,0.0466328,0.131715
5555,0.0466938,0.101328
5555,0.0467548,0.104143
5555,0.0468159,0.130813
5555,0.0468769,0.111057
5555,0.0469379,0.117489
5555,0.046999,0.113892
5555,0.04706,0.140116
5555,0.047121,0.126902
5555,0.0471821,0.117436
5555,0.0472431,0.111837
5555,0.0473042,0.112626
5555,0.0473652,0.106418
5555,0.0474262,0.111324
5555,0.0474873,0.111607
5555,0.0475483,0.113095
5555,0.0476093,0.098193
5555,0.0476704,0.104685
