Port,Size_MB,Latency_ms
5555,0.0216694,0.088405
5555,0.0217304,0.107951
5555,0.0217915,0.104445
5555,0.0218525,0.077224
5555,0.0219135,0.081953
5555,0.0219746,0.080189
5555,0.0220356,0.082463
5555,0.0220966,0.073868
5555,0.0221577,0.080831
5555,0.0222187,0.09669
5555,0.0222797,0.094014
5555,0.0223408,0.114819
5555,0.0224018,0.127863
5555,0.0224628,0.124272
5555,0.0225239,0.094966
5555,0.0225849,0.079488
5555,0.022646,0.078196
5555,0.022707,0.073517
5555,0.022768,0.083526
5555,0.0228291,0.104013
5555,0.0228901,0.095408
5555,0.0229511,0.074188
5555,0.0230122,0.098994
5555,0.0230732,0.232934
5555,0.0231342,0.097276
5555,0.0231953,0.082704
5555,0.0232563,0.136845
5555,0.0233173,0.09133
5555,0.0233784,0.09109
5555,0.0234394,0.079487
5555,0.0235004,0.108972
5555,0.0235615,0.095665
5555,0.0236225,0.093611
5555,0.0236835,0.104234
5555,0.0237446,0.08637
5555,0.0238056,0.107831
5555,0.0238667,0.100447
5555,0.0239277,0.093845
5555,0.0239887,0.078717
5555,0.0240498,0.08097
5555,0.0241108,0.109491
5555,0.0241718,0.130313
5555,0.0242329,0.094696
5555,0.0242939,0.098203
5555,0.0243549,0.100407
5555,0.024416,0.105132
5555,0.024477,0.096479
5555,0.024538,0.097044
5555,0.0245991,0.087119
5555,0.0246601,0.094683
5555,0.0247211,0.098664
5555,0.0247822,0.110976
5555,0.0248432,0.077875
5555,0.0249043,0.087412
5555,0.0249653,0.094673
5555,0.0250263,0.082664
5555,0.0250874,0.253472
5555,0.0251484,0.103682
5555,0.0252094,0.117739
5555,0.0252705,0.118466
5555,0.0253315,0.093484
5555,0.0253925,0.09825
5555,0.0254536,0.09313
5555,0.0255146,0.092261
5555,0.0255756,0.093504
5555,0.0256367,0.088946
5555,0.0256977,0.173278
5555,0.0257587,0.102982
5555,0.0258198,0.138212
5555,0.0258808,0.102451
5555,0.0259418,0.095818
5555,0.0260029,0.094142
5555,0.0260639,0.171149
5555,0.026125,0.106188
5555,0.026186,0.088452
5555,0.026247,0.087312
5555,0.0263081,0.10891
5555,0.0263691,0.079427
5555,0.0264301,0.085899
5555,0.0264912,0.095257
5555,0.0265522,0.095918
5555,0.0266132,0.09296
5555,0.0266743,0.08805
5555,0.0267353,0.121997
5555,0.0267963,0.090267
5555,0.0268574,0.092623
5555,0.0269184,0.087492
5555,0.0269794,0.084227
5555,0.0270405,0.088003
5555,0.0271015,0.084507
5555,0.0271626,0.104522
5555,0.0272236,0.083686
5555,0.0272846,0.081731
5555,0.0273457,0.099084
5555,0.0274067,0.082744
5555,0.0274677,0.265244
5555,0.0275288,0.089824
5555,0.0275898,0.100914
5555,0.0276508,0.083705
5555,0.0277119,0.083736
5555,0.0277729,0.094345
5555,0.0278339,0.074739
5555,0.027895,0.085038
5555,0.027956,0.088224
5555,0.028017,0.083987
5555,0.0280781,0.103309
5555,0.0281391,0.093935
5555,0.0282001,0.093925
5555,0.0282612,0.089947
5555,0.0283222,0.084387
5555,0.0283833,0.089663
5555,0.0284443,0.100116
5555,0.0285053,0.082864
5555,0.0285664,0.083555
5555,0.0286274,0.087744
5555,0.0286884,0.090064
5555,0.0287495,0.085479
5555,0.0288105,0.087593
5555,0.0288715,0.088852
5555,0.0289326,0.081278
5555,0.0289936,0.085388
5555,0.0290546,0.134115
5555,0.0291157,0.113972
5555,0.0291767,0.111527
5555,0.0292377,0.093744
5555,0.0292988,0.083455
5555,0.0293598,0.249474
5555,0.0294209,0.104592
5555,0.0294819,0.102611
